coinPair,fastEMA,slowEMA,timeFrame,returnPerc,BuyHoldReturnPerc,BacktestStartDate
LOKABUSD,55,115,4h,207.0,-69.6,2022-01-20 12:00:00
LPTBUSD,95,195,1d,-0.1,-68.99,2021-05-28 00:00:00
LPTBUSD,20,105,1h,65.49,-68.1,2021-05-28 05:00:00
LPTBUSD,5,50,4h,137.96,-70.07,2021-05-28 04:00:00
LRCBUSD,95,195,1d,650.77,212.88,2020-06-12 00:00:00
LRCBUSD,35,90,1h,2313.51,212.94,2020-06-12 08:00:00
LRCBUSD,50,90,4h,3588.79,229.59,2020-06-12 08:00:00
LSKBUSD,5,15,1d,158.17,-30.4,2020-02-06 00:00:00
LSKBUSD,10,130,1h,185.32,-34.32,2020-02-06 10:00:00
LSKBUSD,30,50,4h,161.36,-34.35,2020-02-06 08:00:00
LTCBUSD,20,125,1d,732.35,20.44,2018-07-22 00:00:00
LTCBUSD,5,50,1h,788.67,18.7,2018-07-21 23:00:00
LTCBUSD,65,70,4h,1625.12,19.22,2018-07-22 00:00:00
LTOBUSD,30,50,1d,570.85,-30.59,2020-02-07 00:00:00
LTOBUSD,95,145,1h,156.63,-24.85,2020-02-07 14:00:00
LTOBUSD,35,175,4h,1289.0,-29.16,2020-02-07 12:00:00
LUNABUSD,95,195,1d,583.49,319.09,2020-08-19 00:00:00
LUNABUSD,60,85,1h,16332.17,313.49,2020-08-19 10:00:00
LUNABUSD,85,135,4h,58590.11,312.66,2020-08-19 08:00:00
LUNCBUSD,95,195,1d,-0.1,57.08,2022-05-30 00:00:00
LUNCBUSD,40,100,1h,518.48,29.76,2022-05-30 09:00:00
LUNCBUSD,30,35,4h,226.1,51.0,2022-05-30 08:00:00
MANABUSD,95,195,1d,769.37,1461.49,2020-07-30 00:00:00
MANABUSD,25,145,1h,4098.21,1598.6,2020-07-30 05:00:00
MANABUSD,35,85,4h,7254.96,1522.84,2020-07-30 04:00:00
MASKBUSD,95,195,1d,18.37,-65.78,2021-05-25 00:00:00
MASKBUSD,5,145,1h,705.16,-71.12,2021-05-25 06:00:00
MASKBUSD,30,45,4h,194.88,-70.39,2021-05-25 04:00:00
MATICBUSD,50,100,1d,7874.25,23588.07,2019-04-26 00:00:00
MATICBUSD,25,90,1h,104165.67,20431.75,2019-04-26 15:00:00
MATICBUSD,60,95,4h,6994.8,20390.48,2019-04-26 12:00:00
MBLBUSD,15,25,1d,837.71,7.88,2020-02-21 00:00:00
MBLBUSD,5,90,1h,633.83,-2.67,2020-02-21 14:00:00
MBLBUSD,50,80,4h,2741.67,14.48,2020-02-21 12:00:00
MBOXBUSD,95,195,1d,-0.1,-87.36,2021-08-19 00:00:00
MBOXBUSD,55,60,1h,104.05,-81.86,2021-08-19 08:00:00
MBOXBUSD,55,70,4h,122.19,-87.77,2021-08-19 08:00:00
MDTBUSD,90,100,1d,415.91,158.64,2020-06-05 00:00:00
MDTBUSD,95,160,1h,58.65,148.97,2020-06-05 14:00:00
MDTBUSD,50,90,4h,777.61,178.08,2020-06-05 12:00:00
MDXBUSD,95,195,1d,4.2,-95.46,2021-05-24 00:00:00
MDXBUSD,90,110,1h,35.89,-95.32,2021-05-24 09:00:00
MDXBUSD,20,130,4h,102.57,-95.39,2021-05-24 08:00:00
MINABUSD,95,195,1d,-0.1,-78.2,2021-08-10 00:00:00
MINABUSD,90,170,1h,75.16,-76.52,2021-08-10 06:00:00
MINABUSD,5,15,4h,9.12,-78.17,2021-08-10 04:00:00
MIRBUSD,95,195,1d,-0.1,-98.13,2021-04-19 00:00:00
MIRBUSD,10,25,1h,-13.42,-98.13,2021-04-19 11:00:00
MIRBUSD,35,195,4h,-25.0,-98.12,2021-04-19 08:00:00
MLNBUSD,95,195,1d,2.03,-77.01,2021-07-05 00:00:00
MLNBUSD,25,45,1h,-14.97,-75.13,2021-07-05 06:00:00
MLNBUSD,5,195,4h,-27.32,-80.37,2021-07-05 04:00:00
MOBBUSD,95,195,1d,48.47,-68.81,2022-04-29 00:00:00
MOBBUSD,15,25,1h,31.92,-76.21,2022-04-29 10:00:00
MOBBUSD,45,180,4h,-10.45,-77.98,2022-04-29 08:00:00
MTLBUSD,20,60,1d,891.29,145.07,2019-08-23 00:00:00
MTLBUSD,5,125,1h,1473.29,131.8,2019-08-23 10:00:00
MTLBUSD,5,10,4h,535.27,135.65,2019-08-23 08:00:00
MULTIBUSD,95,195,1d,5.97,-75.3,2022-04-06 00:00:00
MULTIBUSD,5,10,1h,32.18,-74.14,2022-04-06 04:00:00
MULTIBUSD,5,10,4h,35.05,-78.75,2022-04-06 04:00:00
NEOBUSD,5,30,1d,861.19,-78.17,2018-07-17 00:00:00
NEOBUSD,45,70,1h,3282.51,-76.77,2018-07-16 23:00:00
NEOBUSD,40,55,4h,1503.02,-77.02,2018-07-17 00:00:00
NEXOBUSD,95,195,1d,2.64,-64.45,2022-04-29 00:00:00
NEXOBUSD,40,45,1h,-1.44,-63.67,2022-04-29 14:00:00
NEXOBUSD,45,135,4h,45.71,-63.67,2022-04-29 12:00:00
NKNBUSD,10,25,1d,2459.06,257.85,2019-10-11 00:00:00
NKNBUSD,35,40,1h,716.41,255.11,2019-10-11 14:00:00
NKNBUSD,85,145,4h,2947.43,204.36,2019-10-11 12:00:00
NMRBUSD,95,150,1d,40.12,-53.75,2020-08-17 00:00:00
NMRBUSD,90,185,1h,-34.92,-54.87,2020-08-17 12:00:00
NMRBUSD,55,115,4h,119.75,-53.08,2020-08-17 12:00:00
NULSBUSD,50,85,1d,60.42,-87.76,2018-07-24 00:00:00
NULSBUSD,90,120,1h,18.25,-87.37,2018-07-23 23:00:00
NULSBUSD,15,80,4h,961.83,-87.16,2018-07-24 00:00:00
OCEANBUSD,95,100,1d,9.44,-69.01,2020-08-17 00:00:00
OCEANBUSD,5,165,1h,52.65,-64.82,2020-08-17 08:00:00
OCEANBUSD,55,75,4h,703.52,-66.85,2020-08-17 08:00:00
OMBUSD,95,195,1d,-0.1,-90.32,2021-03-08 00:00:00
OMBUSD,90,190,1h,-74.02,-89.32,2021-03-08 09:00:00
OMBUSD,70,140,4h,51.63,-89.83,2021-03-08 08:00:00
OMGBUSD,20,95,1d,620.7,-20.44,2019-04-03 00:00:00
OMGBUSD,15,45,1h,1673.82,-23.37,2019-04-03 04:00:00
OMGBUSD,25,95,4h,3915.39,-23.88,2019-04-03 04:00:00
ONEBUSD,5,75,1d,4317.79,18.61,2019-06-01 00:00:00
ONEBUSD,20,90,1h,6647.62,33.44,2019-06-01 04:00:00
ONEBUSD,30,95,4h,12535.6,34.8,2019-06-01 04:00:00
ONTBUSD,40,50,1d,147.06,-93.7,2018-07-19 00:00:00
ONTBUSD,75,175,1h,196.17,-94.02,2018-07-18 23:00:00
ONTBUSD,15,80,4h,443.15,-93.82,2018-07-19 00:00:00
OOKIBUSD,95,195,1d,-0.1,-89.27,2021-12-24 00:00:00
OOKIBUSD,45,80,1h,29.49,-82.21,2021-12-24 04:00:00
OOKIBUSD,40,95,4h,89.02,-82.79,2021-12-24 04:00:00
OPBUSD,95,195,1d,6.72,-12.19,2022-06-01 00:00:00
OPBUSD,20,30,1h,239.94,-32.31,2022-06-01 08:00:00
OPBUSD,25,50,4h,212.36,-17.1,2022-06-01 08:00:00
OXTBUSD,85,105,1d,18.53,-72.66,2020-09-21 00:00:00
OXTBUSD,35,195,1h,-10.51,-78.82,2020-09-21 08:00:00
OXTBUSD,70,175,4h,234.03,-72.43,2020-09-21 08:00:00
PAXGBUSD,65,75,1d,6.91,-4.79,2020-08-26 00:00:00
PAXGBUSD,95,180,1h,0.75,-1.89,2020-08-26 12:00:00
PAXGBUSD,35,45,4h,6.45,-3.76,2020-08-26 12:00:00
PEOPLEBUSD,95,195,1d,-0.1,-85.64,2021-12-23 00:00:00
PEOPLEBUSD,5,15,1h,130.57,-85.37,2021-12-23 06:00:00
PEOPLEBUSD,35,95,4h,4.98,-85.1,2021-12-23 04:00:00
PERPBUSD,95,195,1d,-0.1,-93.86,2021-03-19 00:00:00
PERPBUSD,35,80,1h,215.55,-94.34,2021-03-19 08:00:00
PERPBUSD,45,80,4h,12.52,-94.45,2021-03-19 08:00:00
PHABUSD,95,195,1d,10.39,-76.44,2021-02-25 00:00:00
PHABUSD,40,55,1h,55.83,-80.13,2021-02-25 09:00:00
PHABUSD,5,35,4h,3.36,-76.3,2021-02-25 08:00:00
POLSBUSD,95,195,1d,-0.1,-78.39,2021-05-19 00:00:00
POLSBUSD,30,55,1h,-14.78,-83.43,2021-05-19 07:00:00
POLSBUSD,60,105,4h,170.2,-83.43,2021-05-19 04:00:00
PONDBUSD,95,195,1d,-0.0,-93.61,2021-03-09 00:00:00
PONDBUSD,55,180,1h,-59.69,-93.46,2021-03-09 08:00:00
PONDBUSD,45,180,4h,-31.54,-93.41,2021-03-09 08:00:00
POWRBUSD,95,195,1d,1.17,-73.17,2021-11-17 00:00:00
POWRBUSD,5,15,1h,27.86,-72.46,2021-11-17 06:00:00
POWRBUSD,5,20,4h,3.12,-73.06,2021-11-17 04:00:00
PUNDIXBUSD,95,195,1d,0.77,-91.55,2021-04-09 00:00:00
PUNDIXBUSD,25,175,1h,16.38,-92.36,2021-04-09 04:00:00
PUNDIXBUSD,50,80,4h,60.08,-91.95,2021-04-09 04:00:00
PYRBUSD,95,195,1d,8.45,-89.16,2021-11-26 00:00:00
PYRBUSD,25,45,1h,160.92,-88.0,2021-11-26 08:00:00
PYRBUSD,55,90,4h,81.57,-87.8,2021-11-26 08:00:00
QNTBUSD,95,110,1d,49.62,-13.12,2021-07-29 00:00:00
QNTBUSD,45,165,1h,221.19,0.61,2021-07-29 06:00:00
QNTBUSD,25,30,4h,333.53,7.18,2021-07-29 04:00:00
QTUMBUSD,5,50,1d,628.57,-66.73,2018-07-19 00:00:00
QTUMBUSD,90,190,1h,1544.39,-67.51,2018-07-18 23:00:00
QTUMBUSD,35,75,4h,2023.62,-66.83,2018-07-19 00:00:00
QUICKBUSD,95,195,1d,0.85,-80.29,2021-07-23 00:00:00
QUICKBUSD,95,195,1h,21.05,-78.83,2021-07-23 08:00:00
QUICKBUSD,40,105,4h,4.37,-79.59,2021-07-23 08:00:00
RADBUSD,95,195,1d,-21.01,-88.78,2021-10-07 00:00:00
RADBUSD,20,170,1h,-64.52,-91.06,2021-10-07 07:00:00
RADBUSD,95,145,4h,-37.84,-91.12,2021-10-07 04:00:00
RAREBUSD,95,195,1d,0.0,-93.53,2021-10-11 00:00:00
RAREBUSD,10,35,1h,-43.48,-94.93,2021-10-11 06:00:00
RAREBUSD,80,185,4h,16.63,-94.93,2021-10-11 04:00:00
REQBUSD,95,195,1d,2.44,-61.82,2021-08-20 00:00:00
REQBUSD,20,35,1h,13.71,-66.18,2021-08-20 10:00:00
REQBUSD,20,40,4h,46.06,-65.92,2021-08-20 08:00:00
RNDRBUSD,95,195,1d,-0.1,-92.81,2021-11-27 00:00:00
RNDRBUSD,10,30,1h,78.15,-91.76,2021-11-27 10:00:00
RNDRBUSD,55,70,4h,48.48,-92.02,2021-11-27 08:00:00
ROSEBUSD,65,70,1d,123.38,49.66,2020-11-19 00:00:00
ROSEBUSD,50,90,1h,1076.32,33.15,2020-11-19 08:00:00
ROSEBUSD,5,50,4h,1278.27,30.58,2020-11-19 08:00:00
RUNEBUSD,95,195,1d,99.95,202.79,2020-07-24 00:00:00
RUNEBUSD,5,160,1h,2729.18,169.96,2020-07-24 11:00:00
RUNEBUSD,45,85,4h,4469.39,170.11,2020-07-24 08:00:00
RVNBUSD,5,10,1d,501.08,17.34,2019-09-25 00:00:00
RVNBUSD,15,110,1h,2006.04,24.72,2019-09-25 12:00:00
RVNBUSD,20,195,4h,2885.22,23.78,2019-09-25 12:00:00
SCBUSD,95,195,1d,326.99,59.35,2020-07-06 00:00:00
SCBUSD,40,45,1h,928.26,61.49,2020-07-06 05:00:00
SCBUSD,85,140,4h,1505.71,61.06,2020-07-06 04:00:00
SFPBUSD,70,190,1d,-24.33,-64.88,2021-02-08 00:00:00
SFPBUSD,45,55,1h,144.8,-69.72,2021-02-08 13:00:00
SFPBUSD,5,55,4h,206.78,-68.2,2021-02-08 12:00:00
SHIBBUSD,95,195,1d,-0.1,-67.96,2021-05-10 00:00:00
SHIBBUSD,30,55,1h,1086.08,-62.91,2021-05-10 11:00:00
SHIBBUSD,40,45,4h,473.43,-62.74,2021-05-10 08:00:00
SKLBUSD,5,20,1d,-8.0,-45.27,2020-12-01 00:00:00
SKLBUSD,95,190,1h,187.66,-47.88,2020-12-01 01:00:00
SKLBUSD,65,85,4h,433.3,-59.14,2020-12-01 00:00:00
SLPBUSD,95,195,1d,0.0,-98.51,2021-04-30 00:00:00
SLPBUSD,15,30,1h,238.64,-98.2,2021-04-30 12:00:00
SLPBUSD,5,50,4h,94.29,-98.82,2021-04-30 12:00:00
SNXBUSD,95,195,1d,4.89,-7.52,2020-07-09 00:00:00
SNXBUSD,5,195,1h,457.35,-10.87,2020-07-09 12:00:00
SNXBUSD,10,60,4h,61.12,-2.02,2020-07-09 12:00:00
STEEMBUSD,95,195,1d,-0.1,-58.78,2022-04-22 00:00:00
STEEMBUSD,5,15,1h,9.92,-62.89,2022-04-22 10:00:00
STEEMBUSD,15,160,4h,15.1,-61.84,2022-04-22 08:00:00
STPTBUSD,90,190,1d,306.87,108.67,2020-03-25 00:00:00
STPTBUSD,30,60,1h,317.41,108.95,2020-03-25 14:00:00
STPTBUSD,50,55,4h,462.98,111.43,2020-03-25 12:00:00
STRAXBUSD,95,195,1d,16.17,26.8,2020-11-18 00:00:00
STRAXBUSD,25,140,1h,367.61,20.53,2020-11-18 03:00:00
STRAXBUSD,10,65,4h,188.41,20.53,2020-11-18 00:00:00
SUNBUSD,95,195,1d,0.07,-99.97,2020-09-21 00:00:00
SUNBUSD,15,25,1h,77.92,-99.97,2020-09-21 14:00:00
SUNBUSD,5,10,4h,65.02,-99.97,2020-09-21 12:00:00
SUPERBUSD,45,50,1d,20.99,-95.13,2021-03-25 00:00:00
SUPERBUSD,95,195,1h,153.28,-94.2,2021-03-25 10:00:00
SUPERBUSD,15,135,4h,304.58,-94.28,2021-03-25 08:00:00
SUSHIBUSD,95,195,1d,-12.09,-84.65,2020-09-01 00:00:00
SUSHIBUSD,10,155,1h,785.19,-87.43,2020-09-01 11:00:00
SUSHIBUSD,10,135,4h,2094.62,-87.4,2020-09-01 08:00:00
SXPBUSD,25,30,1d,16.46,-44.97,2020-07-07 00:00:00
SXPBUSD,10,30,1h,519.46,-50.46,2020-07-07 14:00:00
SXPBUSD,35,175,4h,177.54,-47.52,2020-07-07 12:00:00
SYSBUSD,60,75,1d,150.27,74.33,2020-11-24 00:00:00
SYSBUSD,45,95,1h,318.66,94.05,2020-11-24 13:00:00
SYSBUSD,90,185,4h,1425.47,92.62,2020-11-24 12:00:00
TBUSD,95,195,1d,5.97,-64.99,2022-02-25 00:00:00
TBUSD,25,45,1h,51.58,-60.03,2022-02-25 04:00:00
TBUSD,10,180,4h,124.95,-58.11,2022-02-25 04:00:00
TFUELBUSD,5,115,1d,8067.44,263.7,2019-05-24 00:00:00
TFUELBUSD,25,50,1h,10352.68,303.79,2019-05-24 10:00:00
TFUELBUSD,15,20,4h,13786.38,327.13,2019-05-24 08:00:00
THETABUSD,25,40,1d,7375.54,782.28,2019-04-10 00:00:00
THETABUSD,25,105,1h,4717.22,773.65,2019-04-10 04:00:00
THETABUSD,10,25,4h,4079.9,780.97,2019-04-10 04:00:00
TKOBUSD,95,195,1d,5.6,-89.87,2021-04-07 00:00:00
TKOBUSD,35,60,1h,78.0,-89.92,2021-04-07 13:00:00
TKOBUSD,15,115,4h,21.13,-91.18,2021-04-07 12:00:00
TLMBUSD,95,195,1d,9.3,-96.89,2021-04-13 00:00:00
TLMBUSD,10,120,1h,162.68,-97.41,2021-04-13 06:00:00
TLMBUSD,10,140,4h,117.87,-96.56,2021-04-13 04:00:00
TOMOBUSD,5,15,1d,508.77,-22.71,2019-08-24 00:00:00
TOMOBUSD,25,110,1h,536.44,-38.32,2019-08-24 13:00:00
TOMOBUSD,35,110,4h,685.15,-31.92,2019-08-24 12:00:00
TRBBUSD,25,30,1d,1.04,-66.91,2020-08-27 00:00:00
TRBBUSD,25,165,1h,46.17,-61.02,2020-08-27 07:00:00
TRBBUSD,45,65,4h,208.89,-61.02,2020-08-27 04:00:00
TRXBUSD,10,25,1d,375.52,69.69,2018-07-09 00:00:00
TRXBUSD,15,60,1h,1058.57,64.4,2018-07-08 23:00:00
TRXBUSD,5,20,4h,984.44,65.67,2018-07-09 00:00:00
TVKBUSD,95,195,1d,-8.93,-91.64,2021-02-26 00:00:00
TVKBUSD,95,185,1h,28.86,-93.34,2021-02-26 09:00:00
TVKBUSD,15,105,4h,206.64,-92.49,2021-02-26 08:00:00
TWTBUSD,20,100,1d,73.97,304.05,2021-01-27 00:00:00
TWTBUSD,80,195,1h,1193.13,504.91,2021-01-27 08:00:00
TWTBUSD,15,50,4h,1135.6,568.3,2021-01-27 08:00:00
UFTBUSD,95,195,1d,4.91,-90.59,2021-02-23 00:00:00
UFTBUSD,15,30,1h,-38.44,-90.26,2021-02-23 09:00:00
UFTBUSD,90,140,4h,-12.76,-89.4,2021-02-23 08:00:00
UNFIBUSD,85,120,1d,6.13,50.68,2020-11-19 00:00:00
UNFIBUSD,30,65,1h,1406.28,22.45,2020-11-19 06:00:00
UNFIBUSD,5,25,4h,679.71,62.98,2020-11-19 04:00:00
UNIBUSD,95,195,1d,-1.1,103.68,2020-09-17 00:00:00
UNIBUSD,45,60,1h,296.76,135.22,2020-09-17 03:00:00
UNIBUSD,10,140,4h,577.08,135.02,2020-09-17 00:00:00
USTCBUSD,95,195,1d,-0.1,53.63,2022-05-30 00:00:00
USTCBUSD,60,160,1h,1083.29,31.0,2022-05-30 09:00:00
USTCBUSD,5,15,4h,138.94,49.43,2022-05-30 08:00:00
VETBUSD,90,180,1d,909.79,6.43,2018-07-25 00:00:00
VETBUSD,20,100,1h,13543.53,2.0,2018-07-25 04:00:00
VETBUSD,45,165,4h,13478.28,4.94,2018-07-25 04:00:00
VOXELBUSD,95,195,1d,40.22,-85.83,2021-12-14 00:00:00
VOXELBUSD,15,25,1h,91.9,-85.24,2021-12-14 12:00:00
VOXELBUSD,15,20,4h,143.73,-86.13,2021-12-14 12:00:00
WAXPBUSD,95,195,1d,0.92,-80.25,2021-08-23 00:00:00
WAXPBUSD,35,40,1h,376.86,-81.1,2021-08-23 06:00:00
WAXPBUSD,50,75,4h,254.94,-81.12,2021-08-23 04:00:00
WBTCBUSD,95,195,1d,-0.1,-1.79,2022-06-24 00:00:00
WBTCBUSD,25,95,1h,31.14,-0.71,2022-06-24 10:00:00
WBTCBUSD,5,10,4h,15.06,-1.6,2022-06-24 08:00:00
WINGBUSD,35,60,1d,-0.1,-90.62,2020-09-16 00:00:00
WINGBUSD,45,170,1h,285.34,-95.56,2020-09-16 02:00:00
WINGBUSD,30,40,4h,538.98,-95.3,2020-09-16 00:00:00
WOOBUSD,95,195,1d,34.88,-68.36,2022-02-08 00:00:00
WOOBUSD,75,100,1h,73.89,-69.34,2022-02-08 06:00:00
WOOBUSD,10,135,4h,96.36,-70.01,2022-02-08 04:00:00
WRXBUSD,20,80,1d,1198.93,198.47,2020-02-05 00:00:00
WRXBUSD,35,50,1h,2332.18,238.23,2020-02-05 02:00:00
WRXBUSD,15,140,4h,1697.3,242.5,2020-02-05 00:00:00
XECBUSD,95,195,1d,2.33,-41.09,2021-08-06 00:00:00
XECBUSD,20,45,1h,628.31,-57.04,2021-08-06 04:00:00
XECBUSD,15,60,4h,10.29,-45.77,2021-08-06 04:00:00
XMRBUSD,5,135,1d,272.28,200.58,2019-03-15 00:00:00
XMRBUSD,75,190,1h,269.35,201.15,2019-03-15 04:00:00
XMRBUSD,10,155,4h,375.41,206.74,2019-03-15 04:00:00
XNOBUSD,95,195,1d,0.27,-64.28,2022-01-28 00:00:00
XNOBUSD,25,120,1h,38.17,-66.6,2022-01-28 08:00:00
XNOBUSD,5,20,4h,2.81,-65.49,2022-01-28 08:00:00
XRPBUSD,15,45,1d,178.04,-20.46,2018-07-04 00:00:00
XRPBUSD,20,30,1h,2247.03,-19.32,2018-07-03 23:00:00
XRPBUSD,5,10,4h,476.92,-19.01,2018-07-04 00:00:00
XVGBUSD,95,195,1d,-6.2,-92.89,2021-04-02 00:00:00
XVGBUSD,10,150,1h,3.02,-93.07,2021-04-02 08:00:00
XVGBUSD,10,20,4h,15.3,-92.94,2021-04-02 08:00:00
XVSBUSD,95,195,1d,33.6,45.51,2020-10-06 00:00:00
XVSBUSD,20,150,1h,1031.4,-18.93,2020-10-06 05:00:00
XVSBUSD,70,80,4h,1666.84,24.04,2020-10-06 04:00:00
YFIBUSD,95,185,1d,10.0,26.76,2020-08-10 00:00:00
YFIBUSD,5,10,1h,298.03,21.0,2020-08-10 12:00:00
YFIBUSD,30,50,4h,100.96,36.55,2020-08-10 12:00:00
ZILBUSD,25,40,1d,1385.82,59.37,2019-02-19 00:00:00
ZILBUSD,15,65,1h,8727.33,56.99,2019-02-19 11:00:00
ZILBUSD,15,120,4h,6408.05,57.04,2019-02-19 08:00:00
ZRXBUSD,10,25,1d,170.59,3.84,2019-02-28 00:00:00
ZRXBUSD,40,70,1h,1214.45,1.46,2019-02-28 04:00:00
ZRXBUSD,10,190,4h,747.48,2.06,2019-02-28 04:00:00
